Census year,Block ID,CLUE small area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total employment in block
2011,239,Carlton,0,0,0,0,81,0,,,11,17,86,,0,0,0,0,0,,0,,379
2011,240,Carlton,0,0,0,0,,0,724,0,0,22,,0,0,0,0,0,0,0,0,,766
2011,241,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2011,242,Carlton,,,0,0,43,0,634,0,,,,,0,0,0,,0,0,0,0,725
2011,243,Carlton,53,,,0,15,,246,0,0,42,0,,0,,0,0,0,,,,532
2011,244,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2011,245,Carlton,0,,0,0,61,0,54,0,0,96,0,0,,23,0,,0,16,0,,329
2011,246,Carlton,,0,0,0,14,0,,0,0,154,,0,0,,0,0,0,18,0,,263
2011,247,Carlton,,,0,,112,44,,0,,110,51,0,0,,242,,0,12,0,0,728
2011,248,Carlton,12,0,0,0,18,0,,0,,,0,,0,24,0,0,0,0,0,,108
2011,249,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2
2011,250,Carlton,0,,0,,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,574
2011,251,Carlton,0,0,0,0,,0,0,0,87,0,123,0,0,379,,0,0,0,0,,687
2011,252,Carlton,,,0,0,64,0,,,20,225,16,0,,15,0,,0,14,0,0,391
2011,253,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,254,Carlton,0,0,0,0,38,,,0,,70,,,0,104,51,0,0,,,,332
2011,255,Carlton,0,,0,0,26,,,0,,22,101,0,27,67,,,0,21,0,,761
2011,256,Carlton,5,,0,0,1128,0,,0,0,0,0,0,,,,0,0,,0,0,1340
2011,257,Carlton,,0,0,0,0,0,,,0,19,265,0,20,299,0,0,0,,0,,779
2011,258,Carlton,0,0,0,0,0,0,,0,0,,,,,,0,0,0,,0,0,315
2011,259,Carlton,0,0,0,0,0,,,0,0,,,,0,,0,0,0,0,0,,168
2011,260,Carlton,,,0,0,0,,0,0,0,,,0,,0,0,0,0,20,,0,126
2011,261,Carlton,0,0,0,0,37,,,0,,0,0,,,127,0,,0,50,0,,265
2011,262,Carlton,0,0,0,,54,0,0,0,0,,0,0,0,,0,0,0,0,0,0,75
2011,263,Carlton,,0,0,0,,,,0,0,,0,,0,304,,0,0,16,0,,928
2011,264,Carlton,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
2011,265,Carlton,,,0,0,74,,397,0,0,68,0,0,,194,,,0,,0,,1008
2011,266,Carlton,,0,0,0,46,0,784,0,0,30,0,,0,5,0,0,0,,0,0,880
2011,267,Carlton,,,0,,43,,,0,,30,13,,0,126,0,0,0,,,0,335
2011,268,Carlton,0,,0,0,63,0,0,0,,,85,0,0,160,0,0,0,,0,,350
2011,269,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2011,270,Parkville,0,,0,,0,0,,0,20,227,0,,,,0,0,0,59,,0,3721
2011,271,Parkville,,,,,,,,,,,,,,,,,,,,,376
2011,272,Parkville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,273,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17
2011,274,Carlton,0,,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,177
2011,301,North Melbourne,0,,,,,,,,,,,,,,,,,5,,,8
2011,302,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,
2011,303,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,304,North Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,
2011,305,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,306,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2011,307,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,308,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2011,309,North Melbourne,0,,0,0,44,,0,0,0,,0,0,,12,0,0,,0,0,,92
2011,310,North Melbourne,0,0,0,0,7,0,0,0,0,0,0,0,,0,0,0,0,,0,,67
2011,311,North Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2011,312,North Melbourne,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,0,0,,52
2011,313,North Melbourne,0,0,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,291
2011,314,North Melbourne,0,,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,42
2011,315,North Melbourne,0,0,0,184,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,191
2011,316,North Melbourne,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2011,317,North Melbourne,0,0,0,0,0,,0,0,0,,0,0,0,17,0,0,,0,,0,51
2011,318,North Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,
2011,319,North Melbourne,0,0,0,0,23,0,0,0,0,,0,,0,0,0,0,0,,0,0,129
2011,320,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,321,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,322,North Melbourne,0,,,,,,,,,,,,,19,,,,,,,59
2011,323,North Melbourne,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,161
2011,324,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,326,North Melbourne,0,0,0,,0,0,0,0,0,14,0,0,0,,0,0,0,,0,0,24
2011,327,North Melbourne,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,0,0,27
2011,328,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,329,North Melbourne,0,,,,,,,,,,,,,70,,,,,,,132
2011,330,North Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2011,331,North Melbourne,0,0,0,0,,0,0,0,0,,0,,,44,0,0,0,0,,,88
2011,332,North Melbourne,0,0,0,,6,0,0,0,,0,0,0,18,,0,0,0,,,,52
2011,333,North Melbourne,0,0,0,0,36,0,0,0,,,0,0,0,9,0,,0,12,0,,184
2011,334,North Melbourne,0,0,0,0,18,0,0,0,0,,,0,26,,0,0,,,,,102
2011,335,North Melbourne,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,16,0,,38
2011,336,North Melbourne,0,0,0,0,,18,0,0,0,,0,,0,,0,0,0,,,,72
2011,337,North Melbourne,0,0,0,0,,51,0,,,0,0,,0,,0,0,0,,,52,173
2011,338,North Melbourne,0,0,0,0,11,0,0,0,0,,0,0,189,0,0,0,0,,0,,231
2011,339,North Melbourne,0,0,0,,0,0,0,0,0,,0,0,43,0,0,0,0,0,0,,63
2011,340,North Melbourne,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,,34
2011,341,North Melbourne,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,21,105
2011,342,North Melbourne,0,0,0,0,,35,,0,0,0,0,0,0,0,,,0,,0,10,84
2011,343,North Melbourne,0,0,0,0,,,0,0,0,0,,0,,,,0,0,22,,,140
2011,344,North Melbourne,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
2011,345,North Melbourne,0,,0,26,,,,0,31,95,18,,,35,0,,22,51,37,0,400
2011,346,North Melbourne,0,0,0,0,5,,0,0,,32,,0,,,0,,0,21,,0,110
2011,347,North Melbourne,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,25
2011,348,North Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2011,349,North Melbourne,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
2011,352,North Melbourne,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3
2011,353,North Melbourne,,0,0,0,,0,,0,0,,88,0,,,0,0,0,,0,0,199
2011,354,North Melbourne,0,,0,13,53,0,0,0,,84,,,0,35,0,,0,93,,,347
2011,355,North Melbourne,0,11,0,0,56,11,0,0,8,,30,0,0,,0,0,0,0,0,,205
2011,356,North Melbourne,0,,0,0,34,0,,0,0,,,,,16,,0,0,19,0,,120
2011,357,North Melbourne,0,,0,,46,0,,0,,33,37,,0,124,0,0,0,9,,,356
2011,358,North Melbourne,,,0,0,,0,0,0,0,,0,,,7,0,0,0,15,0,0,205
2011,359,North Melbourne,0,,0,0,39,,0,,,,,0,,,,0,0,,0,,109
2011,360,North Melbourne,0,0,0,0,,0,,0,0,35,0,,0,0,0,0,,9,0,,94
2011,361,North Melbourne,0,,0,0,31,,0,0,0,23,,,0,15,,0,0,,,0,137
2011,362,North Melbourne,,,0,0,0,0,28,0,0,27,31,,0,,0,0,0,73,0,0,195
2011,363,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,116
2011,364,North Melbourne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,44
2011,365,North Melbourne,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,9,0,0,84
2011,366,North Melbourne,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,65
2011,367,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,10
2011,368,North Melbourne,,0,0,0,0,0,0,0,0,,0,0,,19,0,0,0,0,0,0,45
2011,369,North Melbourne,0,,0,0,,0,0,0,0,,,,0,6,0,,0,13,,0,80
2011,370,North Melbourne,,0,0,,8,,0,,0,,,0,0,,0,0,0,,0,0,34
2011,371,North Melbourne,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,372,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,373,North Melbourne,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2011,374,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,375,North Melbourne,24,,0,0,159,,,0,,17,,31,0,25,0,,0,0,,,333
2011,421,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,376,North Melbourne,0,0,0,62,10,0,,,0,,,0,,18,,0,0,,,0,322
2011,377,North Melbourne,,31,0,0,251,,,0,,31,90,6,,64,0,0,0,,0,17,549
2011,378,North Melbourne,0,,0,,16,0,0,0,0,,138,0,0,12,0,0,0,,0,,196
2011,379,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,380,North Melbourne,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,401,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2011,402,West Melbourne (Residential),0,0,0,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,105
2011,403,West Melbourne (Residential),0,,0,0,53,13,0,0,0,0,0,,0,0,0,0,0,,,,183
2011,404,West Melbourne (Residential),0,,,,,,,,,,,,,,,,,,,27,35
2011,405,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
2011,406,West Melbourne (Residential),0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,407,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,408,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,409,West Melbourne (Residential),0,,0,0,55,0,0,,0,,0,0,0,,0,0,0,0,,0,86
2011,410,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,411,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,412,West Melbourne (Residential),0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,79
2011,413,West Melbourne (Residential),0,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,0,,112
2011,414,West Melbourne (Residential),0,0,0,0,16,0,0,0,,,0,,,,,0,,0,0,,96
2011,415,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,18
2011,416,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2011,418,West Melbourne (Residential),0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,,43
2011,419,West Melbourne (Residential),0,0,0,,15,0,0,,,,,0,15,,0,0,0,,0,,118
2011,420,West Melbourne (Residential),,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,,69
2011,912,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,422,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2011,423,West Melbourne (Residential),0,0,0,,,0,0,0,0,41,0,0,0,,0,0,0,16,0,0,61
2011,424,West Melbourne (Residential),0,,0,0,,0,0,0,0,14,13,0,0,9,0,0,0,4,,0,49
2011,425,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2011,426,West Melbourne (Residential),0,,0,0,57,0,,0,0,0,0,0,0,,0,0,,,,,160
2011,427,West Melbourne (Residential),0,0,0,0,20,0,0,0,0,,0,0,,21,0,0,0,24,,26,161
2011,428,West Melbourne (Residential),0,0,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,,79
2011,429,West Melbourne (Residential),0,0,0,,177,,,0,,0,0,0,0,,0,0,0,0,0,13,251
2011,430,West Melbourne (Residential),0,,0,0,,0,0,0,0,16,0,0,,19,0,0,,,,14,125
2011,431,West Melbourne (Residential),0,,0,0,50,0,0,20,0,,0,0,26,95,0,0,0,,17,,244
2011,432,West Melbourne (Residential),0,0,0,,38,0,120,0,0,5,0,0,0,,0,0,0,0,48,0,252
2011,433,West Melbourne (Residential),0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,434,West Melbourne (Residential),0,,0,0,36,41,,0,,21,0,,,13,0,0,0,28,0,0,258
2011,435,West Melbourne (Residential),0,,0,0,,0,0,0,4,33,,,0,,0,0,0,24,0,0,86
2011,436,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,437,West Melbourne (Residential),0,,0,0,16,0,0,0,,,0,,0,0,0,0,0,0,0,0,86
2011,438,West Melbourne (Residential),,0,0,0,20,0,0,,0,0,0,,0,,0,0,0,,,,94
2011,439,West Melbourne (Residential),0,0,0,0,59,0,,,,,0,0,0,30,0,0,0,0,,,165
2011,440,West Melbourne (Residential),0,,0,,219,,,0,0,,,0,28,,,,0,,,,371
2011,441,West Melbourne (Residential),,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,,,,312
2011,442,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,57,119
2011,443,West Melbourne (Residential),,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,,0,,30
2011,444,West Melbourne (Residential),0,,0,0,626,,,0,,,0,0,0,,,0,0,0,0,,1081
2011,445,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2011,501,West Melbourne (Industrial),0,0,0,,0,0,0,,0,0,0,0,27,,,0,0,0,,224,314
2011,502,West Melbourne (Industrial),0,0,0,0,,0,0,,0,,0,,,0,0,0,0,,94,73,282
2011,503,Kensington,0,0,0,,,195,0,,0,0,,0,74,,,0,,0,,52,437
2011,504,Kensington,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,,,,,76
2011,505,Kensington,0,0,0,0,,,0,0,0,,0,,,,0,0,0,0,,37,121
2011,506,North Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1
2011,507,Kensington,0,0,0,,,,0,0,0,0,0,,,44,0,0,0,0,0,0,136
2011,508,Kensington,0,0,0,0,33,,,0,0,0,0,0,34,0,,0,0,0,0,58,146
2011,509,Kensington,0,,0,28,14,,0,0,0,0,0,0,59,0,0,0,0,,0,0,141
2011,510,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,511,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2011,512,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,68
2011,513,Kensington,0,0,0,0,,0,0,0,0,,0,,0,0,0,0,0,,0,,38
2011,514,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,515,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,516,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,517,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,519,Kensington,0,,0,68,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,111
2011,520,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,522,Kensington,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2011,523,Kensington,0,0,0,0,0,0,,0,0,,13,0,0,0,0,0,0,,0,0,47
2011,524,Kensington,0,,0,,0,0,0,0,,9,,,0,,0,,0,0,,,124
2011,525,Kensington,0,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,6
2011,526,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2011,527,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,528,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2008,567,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,529,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,530,Kensington,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,531,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,532,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,533,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,534,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,535,Kensington,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2011,536,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,537,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,538,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,539,Kensington,0,0,0,1,,,0,0,0,0,0,0,79,,0,0,0,0,,0,209
2011,540,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,541,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,542,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,543,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,544,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,545,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,546,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,547,Kensington,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,548,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,549,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,550,Kensington,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,551,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,552,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,553,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,554,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,555,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,556,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,557,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,558,Kensington,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,559,Kensington,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,47
2011,560,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,561,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,562,Kensington,0,0,0,,,0,0,0,,0,0,0,,0,0,0,0,0,0,,6
2011,563,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,564,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,565,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,566,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,567,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,568,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,569,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,570,Kensington,,0,,2157,,0,,0,0,,0,0,0,4,0,0,0,0,0,0,2209
2011,571,Kensington,0,0,0,62,0,0,0,0,0,35,72,0,0,,,,0,187,,0,386
2011,601,East Melbourne,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,52
2011,602,East Melbourne,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,603,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11
2011,604,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2011,605,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2011,606,East Melbourne,19,,0,0,35,,,0,,,40,0,,9,0,0,,0,,,188
2011,607,East Melbourne,,,,0,46,,0,641,,43,127,0,,20,0,,0,19,,,1001
2011,608,East Melbourne,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,
2011,609,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,610,East Melbourne,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2011,611,East Melbourne,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,0,0,25
2011,612,East Melbourne,,0,0,0,,,0,0,0,,,0,0,,0,0,0,0,0,0,50
2011,613,East Melbourne,2,0,0,,34,0,,0,0,20,59,0,0,7,0,13,0,40,0,0,180
2011,614,East Melbourne,,0,0,0,,0,0,0,0,,808,0,0,,0,0,0,,0,0,867
2011,615,East Melbourne,0,,,,,,,,,,940,,,,,,,,,,945
2011,616,East Melbourne,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,19
2011,617,East Melbourne,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,12
2011,618,East Melbourne,,0,0,0,,0,0,0,0,31,0,0,0,0,0,0,0,,0,0,369
2011,619,East Melbourne,0,53,0,15,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,89
2011,620,East Melbourne,0,0,0,0,9,0,,0,0,,548,0,0,28,,0,0,,0,0,715
2011,621,East Melbourne,0,22,0,,249,0,427,0,527,27,176,,,279,49,,0,0,0,0,1867
2011,642,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2011,643,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,644,East Melbourne,0,0,0,0,701,0,,0,104,30,203,0,,249,1682,,0,0,0,0,3491
2011,645,East Melbourne,0,0,0,,0,0,0,0,0,,837,0,0,0,0,0,0,0,0,0,843
2011,646,East Melbourne,0,,0,89,142,0,,0,0,,130,,0,16,0,0,0,0,0,,436
2011,649,East Melbourne,0,,0,,,0,0,0,0,0,0,0,0,,155,0,0,,0,0,171
2011,650,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2011,651,East Melbourne,,0,0,,,0,0,0,0,,2507,0,0,33,0,0,0,0,0,0,2867
2011,652,East Melbourne,0,0,0,,0,0,232,0,0,,0,0,0,0,2701,0,0,0,0,0,2942
2011,653,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2011,654,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2011,655,East Melbourne,,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,453
2011,656,East Melbourne,,135,0,143,194,,0,0,119,,,,,56,,,0,,0,,908
2011,657,East Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2011,658,East Melbourne,0,,0,1336,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,2534
2011,659,Melbourne (Remainder),0,,,3254,,,,,,,,,,,,,,,,,4930
2011,660,Melbourne (Remainder),0,0,0,647,0,0,0,0,0,,,0,0,,0,0,0,0,,0,1778
2011,661,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,662,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,663,Melbourne (Remainder),0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,13
2011,710,Melbourne (Remainder),,0,0,0,0,0,,0,,93,,0,0,,0,0,0,19,,0,266
2011,720,Melbourne (Remainder),0,19,0,36,856,,,0,201,16,268,,44,20,0,10,0,28,0,,1787
2011,724,Melbourne (Remainder),0,312,0,,232,0,0,0,,112,11,0,0,,,0,0,,,0,1097
2011,728,Southbank,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
